determinantOfA,traceOfA,countOfA,eigenvalue,determinantOfA_inverse,traceOfA_inverse,countOfA_inverse,eigenvalue_inverse
0.0154541406780276,0.804534157879445,4,0.78484,64.7075771363839,52.0594560798398,5,50.78532
-0.207753312883724,0.11473607465219,42,0.51674,-4.81340098080498,-0.552270734264566,0,0
0.180519184286524,1.50737920050148,6,1.37621,5.53957743578531,8.35024380627012,7,7.62361
-0.312164029303399,0.784089298510489,10,1.07458,-3.20344404264489,-2.51178619221504,0,0
0.211994099355642,1.14519591897769,8,0.91298,4.71711242454157,5.40201789794397,9,4.30672
0.525646906789187,1.66711754402738,10,1.24488,1.90241773914034,3.17155398898977,10,2.36824
-0.778365205431662,0.833922739824764,13,1.39277,-1.28474396468612,-1.07137720700438,0,0
-0.0207227977538574,0.778440230032912,4,0.80421,-48.256032408262,-37.5644369683632,0,0
0.0122730266388995,0.790310486023929,4,0.77446,81.4794939685449,64.3940984792646,5,63.10288
-0.110455721070354,1.39789449719559,5,1.47289,-9.05340158309278,-12.6557002539072,0,0
-0.0572618142483302,1.08873233101672,4,1.139,-17.4636450683041,-19.0132350032634,0,0
-0.357396547585768,0.510463087450697,14,0.90527,-2.79801247873,-1.4282820886181,0,0
0.400862435392442,1.76416454371358,7,1.49625,2.49462137558737,4.40092258080123,8,3.73258
0.0877673733182966,1.0454214350984,5,0.95336,11.3937555858418,11.9112763157111,7,10.86235
0.134821911428153,1.05443907875836,5,0.90555,7.4171919787156,7.82097707701076,10,6.71668
0.104361716667779,1.4497690241831,5,1.3738,9.5820577883302,13.8917705694535,6,13.16386
-0.0246773459434,0.131064332180282,13,0.23573,-40.5229963665299,-5.31111945672322,0,0
0.347333781082872,1.33919693454357,11,0.98743,2.87907498338437,3.85564839206942,10,2.84291
0.275801485782925,1.24103453487738,9,0.95102,3.62579627575709,4.49973839464434,11,3.44824
-0.0778741111598584,1.42677226349078,4,1.47941,-12.8412380585278,-18.3215222907897,0,0
-0.0113067774630969,0.565562511390623,4,0.58489,-88.4425295592666,-50.0197791312783,0,0
-0.185723531872837,0.976753004721446,7,1.13971,-5.38434731407481,-5.25917741748642,0,0
-0.185154914175759,0.477270647100681,11,0.73067,-5.40088284694806,-2.57768285127787,0,0
0.100176117104657,1.08851106122243,6,0.98702,9.9824192522382,10.865973773821,7,9.85282
-0.162859382180648,0.121703470564683,35,0.46895,-6.14026644710448,-0.747291736804489,0,0
0.0294145212426419,0.711903153446295,5,0.66786,33.9968137421292,24.2024389101481,6,22.70512
0.653687913648818,1.68948856029472,15,1.08956,1.52978199400705,2.58454917861977,18,1.66665
0.0220495069927043,1.21185641067549,4,1.19338,45.3524879413801,54.9607032518444,5,54.12275
-0.00346615903958125,1.11884286021759,3,1.12193,-288.503784327455,-322.790399240525,0,0
0.067766283043929,1.33286676498701,5,1.27992,14.7566009980473,19.6685830344715,6,18.88728
-0.0974144614578943,0.34925352075677,11,0.53228,-10.2654162948099,-3.58523278299627,0,0
-0.473087633244562,0.701776125064922,13,1.12303,-2.11377328369742,-1.48339562429893,0,0
0.0169671007350337,1.1720712181507,4,1.15741,58.9375884316642,69.0790510679653,4,68.21505
-0.492759928620193,0.532677162505395,16,1.01715,-2.02938579604101,-1.08100746746388,0,0
-0.183399775419879,0.311535308533465,16,0.61146,-5.45256938134511,-1.69866788451748,0,0
0.256678728775429,1.17249386744273,10,0.88121,3.89592080641365,4.56794325356255,11,3.43314
-0.112428929117246,0.517087032282342,8,0.68194,-8.89450791581549,-4.59923470180083,0,0
-0.434104720000075,1.16825327080382,8,1.46464,-2.30359163106964,-2.6911784575934,0,0
0.416106827471154,1.46372305776036,11,1.07755,2.40322901231253,3.5176617184005,10,2.58962
-0.136555405529684,0.840273152110874,6,0.97966,-7.32303489650305,-6.15334961550254,0,0
0.025522657575903,0.604025506966503,5,0.55831,39.180872800023,23.666246556424,7,21.87513
0.14274863904843,0.893809945458419,9,0.68559,7.00532072786161,6.26142533768871,10,4.80283
-0.423513352885227,0.729553149368037,10,1.1108,-2.36120064028064,-1.72262136340657,0,0
-0.124634227291311,0.723251806875118,7,0.867,-8.02347815470199,-5.80299507281125,0,0
-0.194200782443054,1.37626852727225,6,1.50528,-5.14930984015592,-7.08683307017988,0,0
0.290278171565166,1.14229256531187,13,0.76075,3.4449714031477,3.93516522152764,15,2.62056
0.169069208924471,1.04527373260316,6,0.84524,5.91473755843225,6.18251980507061,11,4.99944
-0.0426672342248156,0.680799459351959,5,0.73857,-23.4371882351444,-15.9560250792164,0,0
-0.0218521217737437,1.40104699023606,4,1.41647,-45.7621465939999,-64.1149177522651,0,0
0.200645675426851,1.31383140193593,7,1.13743,4.98391005872722,6.54801753958014,7,5.66883
-0.447346763214228,0.357057340144487,21,0.8708,-2.23540233713754,-0.798166812651101,0,0
0.0655215450452744,1.09918231312421,5,1.03593,15.2621553614008,16.7758912334056,5,15.81058
-0.524796776072411,0.35117772561952,23,0.92101,-1.90549951065633,-0.669168984321398,0,0
-0.353585895030805,0.603321544710902,11,0.96844,-2.82816711315048,-1.70629415140652,0,0
0.160570301617768,1.23260888785094,6,1.08456,6.22780171628787,7.67644374726976,7,6.75441
-0.358360007156065,0.358234540455897,19,0.80395,-2.79048995432267,-0.999649886433579,0,0
-0.314882567231322,0.328595616121763,20,0.74901,-3.17578711578965,-1.04354972398446,0,0
0.135431565662897,1.07955144702605,7,0.93465,7.38380299382419,7.97119520653819,7,6.90127
-0.0609422775871152,1.00834961493961,5,1.06554,-16.4089699235564,-16.5459785039737,0,0
0.0825138464500775,0.764871357454498,7,0.63492,12.1191780897648,9.26961219675124,7,7.69457
0.207688055587442,1.32780602472599,7,1.14669,4.81491339100613,6.39327100911179,8,5.52119
0.180401590763612,1.59279174328209,6,1.47008,5.54318837082952,8.82914466851454,6,8.14891
-0.142607980110966,0.328331170223328,13,0.57593,-7.01223030591892,-2.30233378221785,0,0
0.195512019097832,1.26924869259129,7,1.08986,5.11477506403129,6.49192156292022,8,5.57437
0.0887132472985701,1.18644410477346,5,1.10625,11.2722736507935,13.3739226203771,6,12.46997
0.302896462826257,1.45538988950418,8,1.20377,3.30145816385319,4.80490883229298,9,3.97418
-0.316243970224825,0.847028191002857,9,1.12751,-3.16211562639147,-2.67840107876424,0,0
0.0932919768305765,0.963625950453583,6,0.85443,10.7190353766011,10.3291406527228,7,9.15878
-0.0378841985237764,1.12677470524202,4,1.15945,-26.3962295354458,-29.7426037543026,0,0
0.163718493110335,1.53759055812049,5,1.4225,6.10804546879178,9.39167304138488,6,8.68868
0.00230014452802983,0.28226800337474,4,0.27387,434.755289423723,122.717507502241,6,119.06613
0.144876639941928,1.16808463670644,6,1.02703,6.90242402364409,8.06261545805211,7,7.08892
-0.10936419831821,1.60063723361718,5,1.66627,-9.1437601644586,-14.635842974498,0,0
-0.0786773276343297,0.28584837620264,11,0.45774,-12.7101419184917,-3.63317342870597,0,0
-0.201956443526221,1.01025773741144,7,1.18123,-4.95156273570526,-5.00235456602439,0,0
-0.29308571430544,0.913508828605653,8,1.16508,-3.41197114424297,-3.11686576321368,0,0
0.00323904811277803,0.609857989005333,3,0.6045,308.732678608572,188.283090516453,5,186.62883
-0.163620150169375,0.486856405280182,10,0.71554,-6.11171667404551,-2.97552841001674,0,0
0.00696412912598099,1.08250356039887,3,1.07603,143.592972202269,155.439903657212,5,154.51056
-0.298024331141633,0.702993490521297,9,1.00079,-3.35543073335431,-2.35884596344318,0,0
-0.0494815054493446,0.527911678309527,6,0.60915,-20.2095710492019,-10.6688685704998,0,0
-0.0602283852963572,1.21290418042247,4,1.26068,-16.6034668716327,-20.1384143781094,0,0
0.259929125799732,1.52419148639538,7,1.32854,3.84720256694308,5.86387339897309,7,5.11116
0.187520156633374,1.3266994566849,7,1.16585,5.33276005072418,7.07496986192671,7,6.21723
-0.0214207636920024,1.16106602966418,4,1.17923,-46.6836763795383,-54.2028307841179,0,0
0.616898123471084,1.75872640606112,12,1.2748,1.62101319805177,2.85091871598724,11,2.06647
-0.440372043715487,0.669175805161749,12,1.07776,-2.2708071828603,-1.51956922495763,0,0
-0.139685901692987,1.02544663864361,6,1.14721,-7.15891860151986,-7.34108901625173,0,0
-0.0990546624182565,0.879913708715112,5,0.9809,-10.0954359500769,-8.88311248792806,0,0
-0.0371811350392862,0.606882763282864,6,0.66296,-26.8953596748293,-16.3223301989469,0,0
-0.0626377619648674,0.244684552923768,12,0.40093,-15.9648105013855,-3.90634252004419,0,0
0.0715625102997487,1.54737987484424,4,1.49966,13.9737971154362,21.6227724315824,5,20.95595
-0.140416731449795,1.57170258125543,5,1.65647,-7.1216584353948,-11.1931289457295,0,0
-0.52962153665999,0.990472581065776,10,1.37551,-1.88814073971842,-1.87015163188435,0,0
-0.264036740418351,0.755523005044484,9,1.01553,-3.78735170876431,-2.86143134416597,0,0
-0.0967065602971238,1.34327247625043,5,1.41177,-10.3405601122362,-13.8901897877799,0,0
0.347658635832751,1.40505650931487,9,1.08449,2.87638475484634,4.0414831230909,10,3.11937
-0.35280297538943,0.813234668919844,10,1.12644,-2.83444321549778,-2.30506748992743,0,0
-0.237495059411746,1.47219860420072,6,1.6189,-4.21061390698783,-6.19885991669562,0,0
0.102343879644767,1.04917263341275,4,0.94033,9.77097998894487,10.2514448060245,9,9.18799
-0.228504645139966,1.0721158027206,6,1.25429,-4.37627865021067,-4.69187749799965,0,0
0.319350289605918,1.16700476065592,17,0.7289,3.13135773646553,3.65430938577201,19,2.28224
0.0455183099540743,0.554921858335127,6,0.45483,21.9691812154043,12.1911788661533,10,9.99264
-0.00683624829166951,0.312155922018559,5,0.3327,-146.279063798572,-45.6618760320547,0,0
-0.156068792859727,0.581249088956484,9,0.78106,-6.40743086222746,-3.72431335122137,0,0
0.0420479953303869,1.14034620474037,4,1.1022,23.7823466289564,27.1201087181504,6,26.21283
-0.309966052922317,0.997859683459803,8,1.24653,-3.22615973772656,-3.21925473467859,0,0
0.0552962482586668,0.910606157455456,5,0.84518,18.0844095484049,16.4677746887237,6,15.28459
-0.161024943892418,0.499100158740612,9,0.72211,-6.21021796888876,-3.09952077408618,0,0
0.0419969544066438,0.72666807051703,6,0.66336,23.8112504615764,17.3028754295114,6,15.79539
0.369545318502755,1.30237144651947,14,0.88461,2.70602805645486,3.52425367420738,13,2.3938
0.634887214015989,1.6722467727588,17,1.0895,1.57508290909575,2.63392731156292,15,1.71607
-0.169379244274444,1.49777573082855,5,1.60341,-5.90391109774766,-8.84273475917577,0,0
-0.0478975300674781,0.208492009250817,12,0.34667,-20.8779032779185,-4.35287600335744,0,0
0.223628211118182,1.27207798790572,6,1.06137,4.47170772864398,5.68836096995591,9,4.74618
0.377015048524585,1.30927479944819,13,0.88169,2.65241401878628,3.47273883249997,11,2.33846
-0.0477801900331789,1.0050591930438,5,1.05054,-20.9291758635868,-21.0350606045283,0,0
-0.0994443070914431,0.385068479644434,11,0.56202,-10.0558798110028,-3.87220235030999,0,0
0.368379714140371,1.43846823687223,8,1.10511,2.71459030346864,3.90485192766098,11,2.99997
0.0053301954520914,1.12143995821587,3,1.11667,187.610381080425,210.393777919692,4,209.49826
-0.57848579228017,0.565061481820629,16,1.09388,-1.72865092513056,-0.976794053304875,0,0
0.0725637005225869,0.700002627548046,7,0.57348,13.7809950815385,9.64673276730361,8,7.90295
0.267289435242488,1.24100253368139,9,0.96363,3.74126272178618,4.64291651690438,8,3.60515
-0.357056558334174,0.779402752115625,9,1.1031,-2.80067674618677,-2.1828551637642,0,0
-0.27635509578828,0.929740171217244,8,1.16662,-3.61853287759208,-3.36429537716769,0,0
0.0867396200464831,0.809812883696698,6,0.68277,11.5287569793839,9.33613593491331,9,7.87151
0.0307806991264889,0.948696067649528,3,0.91506,32.4878910609093,30.8211344957109,7,29.72831
0.0749506882570125,0.638380248432056,7,0.48328,13.3421056331186,8.51733670867697,13,6.44821
-0.130684107270141,0.195039910379848,20,0.47193,-7.65203987607208,-1.49245317165212,0,0
-0.0369875706546495,1.05743494897472,4,1.09133,-27.0361092199576,-28.5889267734809,0,0
0.203663447026569,1.05966985857788,9,0.80745,4.9100612535029,5.20304391410814,8,3.96453
0.483224328087776,1.40831053576254,23,0.81659,2.06943223234894,2.91440321586359,22,1.68951
0.689204832527194,1.73094360207917,16,1.11013,1.45094745829505,2.51150821988885,17,1.61063
-0.21590124977468,0.348434337145568,14,0.67044,-4.63174715775673,-1.61385975073884,0,0
-0.377577730611748,0.574549805048783,13,0.96557,-2.64846128075353,-1.52167291253619,0,0
-0.342492123254117,1.0176864238374,8,1.28435,-2.9197751775974,-2.97141555889831,0,0
-0.178077657168442,0.754122653440483,7,0.94297,-5.61552760689181,-4.23479657937754,0,0
0.37310255024105,1.52142958099339,8,1.21411,2.68022826258874,4.07777856251704,9,3.25413
-0.019421326497274,0.590042650558459,5,0.6213,-51.4897888226307,-30.3811714736003,0,0
-0.540999560823752,0.941807565296809,10,1.34426,-1.84843033601978,-1.74086567438755,0,0
-0.00194454362374644,1.01589343866968,3,1.0178,-514.259483710302,-522.432835274951,0,0
-0.0200092001799516,0.794069053050707,4,0.81851,-49.9770101256701,-39.6851971047964,0,0
-0.133858921414714,0.771304874747607,7,0.91724,-7.47055175278049,-5.76207298397387,0,0
-0.255660064276624,0.983958377851423,7,1.19746,-3.91144390434793,-3.84869799917902,0,0
-0.778062544449528,0.821192071559549,13,1.38356,-1.28524372125828,-1.05543195391899,0,0
-0.0338039834122442,0.964378251703088,5,0.99824,-29.5823124690622,-28.5285387802486,0,0
-0.00733529619262825,0.876030491037438,3,0.88433,-136.327146680862,-119.426737248568,0,0
0.346078981630839,1.32371244905633,10,0.96512,2.88951381932433,3.82488541435993,12,2.78873
-0.276242104047993,0.380798777139367,16,0.74942,-3.62001297175997,-1.37849651287484,0,0
0.15602461974326,1.01930498629358,6,0.8317,6.40924491048598,6.53297529563512,11,5.33063
0.0185741171358743,0.635718504143685,4,0.60502,53.8383597284732,34.2260415121346,7,32.5732
-0.160948763682665,0.715817400906913,8,0.89554,-6.21315738697847,-4.44748617217252,0,0
0.430658226388862,1.72252194250536,8,1.41903,2.32202693162316,3.99974234080927,9,3.29503
0.332039812260696,1.36640217453243,9,1.05026,3.01168704195889,4.11517572314377,9,3.16301
-0.1209589353514,0.67506458185561,8,0.82218,-8.26726853286928,-5.58094017522945,0,0
-0.0794537239270278,0.806192898129197,5,0.89497,-12.5859424904794,-10.146697452087,0,0
0.216562610251104,1.28315208339887,7,1.08322,4.61760226680175,5.925085968954,8,5.00191
-0.202664071996271,0.755836285864372,8,0.9657,-4.93427369809486,-3.72950310540628,0,0
-0.0110396563812006,0.133152474678515,8,0.19096,-90.5825295163082,-12.061287967736,0,0
-0.249168977145326,0.954318678746605,8,1.1677,-4.01334071141913,-3.83000600508146,0,0
-0.0653037524922753,0.24312124258662,12,0.40456,-15.3130557102104,-3.72292913206448,0,0
-0.00454728453441511,0.294843014967953,4,0.30954,-219.911464178615,-64.8393591244399,0,0
0.0108573685745571,0.568521621165171,4,0.54874,92.103348351218,52.3627449193749,6,50.54037
-0.226122873857528,1.07735607304363,6,1.25721,-4.42237436195891,-4.76447187612888,0,0
0.0791658780128402,0.918746060229251,7,0.82249,12.6317047836924,11.6053290039964,6,10.38951
0.295129088217191,1.18028622603477,12,0.82069,3.38834781092157,3.9992202502458,13,2.78067
0.34807577488979,1.38473405358564,7,1.05469,2.8729376536377,3.97825460282055,12,3.03011
-0.202547611529596,1.05682997097089,7,1.22251,-4.9371107980401,-5.21768666137278,0,0
0.0575579263133208,0.783529189666957,6,0.70148,17.3738017342117,13.6128807942412,7,12.18731
-0.603878120455777,0.511910716735253,18,1.07413,-1.65596329147552,-0.847705355426503,0,0
0.41457207132835,1.51795909503272,10,1.16081,2.4121258260255,3.66150833597872,10,2.80004
0.170086063748221,1.0500827334419,7,0.84996,5.87937646367254,6.17383170790725,9,4.99731
0.113058459414721,1.1651910189224,6,1.05837,8.8449816597253,10.3060931924453,6,9.36124
-0.0432466388779893,0.448768799676065,6,0.53032,-23.1231842738409,-10.37696365126,0,0
0.0701286324670603,1.24712118920141,5,1.1881,14.2595109133164,17.7833382076456,5,16.94165
0.604691118629143,1.69962881707136,12,1.19261,1.65373687357446,2.81073884618064,13,1.9722
-0.470383058211897,0.865247799863862,10,1.24351,-2.12592690689451,-1.83945357886186,0,0
-0.0311403759545996,0.780079168158424,4,0.81814,-32.1126501959362,-25.0504094522083,0,0
0.519863744443364,1.48956169033895,15,0.93135,1.92358095883516,2.86529250454631,20,1.7916
-0.225617043677594,1.04797975197364,6,1.23122,-4.43228926192738,-4.6449494013901,0,0
-0.33279597696758,0.990020087934701,7,1.25517,-3.00484401618057,-2.97485593712915,0,0
0.334894299621453,1.3342490160564,10,0.99904,2.98601678538675,3.98408995783017,12,2.98311
-0.0827167792921583,0.740927015376296,6,0.83946,-12.0894455581735,-8.95739681497169,0,0
0.161698496873637,1.1044133728752,7,0.93067,6.18434938688067,6.83007816540356,5,5.75557
0.449627319855959,1.57479714490045,9,1.20018,2.22406414343407,3.50244986315544,10,2.66922
-0.0493592120733225,1.05227162210119,4,1.09725,-20.259642688674,-21.3186470752016,0,0
0.562313030504754,1.51927590464402,24,0.88114,1.77836889019335,2.7018330044393,25,1.56668
-0.177943809298707,1.09025047898142,6,1.2344,-5.619751560569,-6.12693683066693,0,0
0.0592256483971949,1.20530185510483,5,1.15398,16.8845766498584,20.3510115587339,5,19.48444
0.0706477356278185,1.42473490380034,5,1.37329,14.154735337423,20.1667454892826,5,19.43857
0.797541431977605,1.81764431237745,22,1.07748,1.25385335470331,2.27905941873186,24,1.35081
-0.212515067882185,0.855360233252138,7,1.05651,-4.70554869339609,-4.02493922796258,0,0
-0.141509697527574,0.794638232259119,6,0.94446,-7.06665350482531,-5.61543304906209,0,0
-0.0592845368229889,0.750910253179656,6,0.82295,-16.8678048879051,-12.6662076389618,0,0
-0.406411726813476,0.941388559339577,9,1.26313,-2.46055892097561,-2.31634201778737,0,0
-0.0904982707868122,1.1014359528649,5,1.17824,-11.0499348916369,-12.1707955664652,0,0
0.110552175296549,0.863886952943756,7,0.70768,9.04550269877159,7.81429176428631,8,6.40119
0.0301733401005342,0.528054533334898,6,0.46286,33.1418396726418,17.5006986821969,7,15.34024
-0.226516392488218,0.68226663913321,8,0.92669,-4.41469153298481,-3.01199675501938,0,0
0.143301465503137,1.72368280213379,5,1.63609,6.97829569634168,12.0283682799884,6,11.41716
-0.152068857564752,0.913358023390545,7,1.0572,-6.57596838704595,-6.006213487871,0,0
-0.0496535661878402,0.502782581848483,6,0.58732,-20.1395403548052,-10.1258100968307,0,0
0.401339645755313,1.34011377428031,14,0.88835,2.49165516184682,3.33910140314755,17,2.21333
-0.787555171475943,0.154023478298642,65,0.96781,-1.26975231224235,-0.195571667709311,0,0
0.723810266135881,1.72313484196775,20,0.99741,1.38157753044673,2.38064437959252,29,1.37804
-0.461605682439022,1.16007519396322,8,1.47338,-2.16635114783731,-2.51313022801982,0,0
-0.033904954100596,0.179688856385513,11,0.29474,-29.4942148286943,-5.29978173255671,0,0
-0.541341824150551,0.461397389517536,20,1.00177,-1.8472616660816,-0.852321710485864,0,0
-0.652930334840715,1.08727376849305,10,1.51754,-1.53155696195974,-1.66522170969174,0,0
0.396441927159968,1.65068412271277,8,1.35896,2.52243754126563,4.16374759990181,9,3.42789
-0.0721157678268932,0.772012117209077,6,0.85623,-13.8665929814462,-10.7051778060828,0,0
-0.212113599718126,0.995126687669493,7,1.17556,-4.71445490213206,-4.69147989092589,0,0
-0.253109018836659,0.634385241934667,9,0.91195,-3.95086672373906,-2.50637154239083,0,0
0.345717322077766,1.6908289500429,7,1.45288,2.89253657869958,4.89078458632327,7,4.20249
-0.25987556936348,0.759876050321175,9,1.01572,-3.8479954173812,-2.92399955941361,0,0
0.119279683964854,0.943836500022132,7,0.79352,8.38365735689448,7.91280181711609,7,6.65259
0.653327492672844,1.62608541098963,31,0.90107,1.53062592836691,2.4889284917999,30,1.37868
0.315924379337917,1.30051813484649,10,0.97724,3.16531444042305,4.11654883226167,13,3.09324
0.0258928598853943,0.973394356256733,4,0.94602,38.6206855645205,37.5931573632701,6,36.5361
-0.138684912168259,0.909476097645029,6,1.0425,-7.21058970558208,-6.5578589871522,0,0
-0.470753188918841,1.11160202761659,9,1.43879,-2.12425539229306,-2.36132660124843,0,0
0.0347821942067991,0.59765270700781,6,0.53231,28.7503426050253,17.1827200852954,6,15.30411
-0.080238791689373,0.237410902231532,14,0.42584,-12.4627998371571,-2.95880455367045,0,0
-0.141226086978287,0.736277635119097,7,0.89421,-7.08084477447675,-5.21346764519716,0,0
0.200011007676453,1.24532000151293,7,1.0559,4.99972482323396,6.22625732443396,7,5.27919
-0.00533530624276059,0.683540553875975,3,0.69126,-187.430665551183,-128.116460944198,0,0
-0.0238254169520775,1.31288549419854,4,1.33079,-41.9719831980865,-55.1044079035124,0,0
0.0663782949934475,0.875656584343303,6,0.79183,15.065165504759,13.1919113684638,7,11.92901
-0.0812807327593518,1.54569360862006,4,1.5966,-12.3030386913551,-19.016728271833,0,0
0.134009195672783,1.07387325174705,7,0.92974,7.46217447974054,8.01342957366284,7,6.93785
0.152913507386051,1.39629964178645,6,1.27651,6.53964464679608,9.13130347773204,6,8.34791
0.639706233395375,1.81434964291202,11,1.33525,1.56321753297961,2.83622317275538,11,2.0873
-0.00658728154048688,0.909945104020505,3,0.91713,-151.807690904629,-138.136665091325,0,0
0.32179787882934,1.45125277663455,8,1.1781,3.10754068248639,4.50982704396321,9,3.661
0.444326449819179,1.71180611235331,8,1.39278,2.25059750642114,3.85258656793882,9,3.13459
0.620895165671457,1.61682829066676,14,0.98901,1.61057784838535,2.60402782959063,25,1.59292
0.0119862730575899,0.906074476141799,4,0.89265,83.4287684917028,75.5926777062751,5,74.47241
0.174588414312977,0.939393461429695,10,0.68426,5.72775693012106,5.38061740881435,13,3.91911
0.214171895695563,1.30752287236203,8,1.11553,4.66914669990809,6.10501610454353,7,5.20858
0.134832224862012,1.11823047686827,6,0.98076,7.41662463126603,8.29349569817357,7,7.27387
-0.103558609470228,0.945361260403466,6,1.04451,-9.65636758851507,-9.12875583439778,0,0
